Contest,Adair,4423,2460,149,39,0,0,0
Contest,Kansas City,16353,68143,1134,373,1,0,0
Contest,St. Charles,83559,64552,2158,709,1,0,0
"Shelby,1753,479,53,13,0,0,0",St. Clair,2711,835,101,44,1,0,0
"Shelby,1753,479,53,13,0,0,0",St. Francois,12552,5197,338,151,0,0,0
"Shelby,1753,479,53,13,0,0,0",St. Louis,137197,226772,4098,1548,7,3,0
"Shelby,1753,479,53,13,0,0,0",St. Louis City,12835,69839,1098,324,0,0,0
Contest,Total,1146966,872694,34821,14608,14,4,3
Contest,Adair,0,0,0,0,7071
Contest,Kansas City,0,0,0,0,86004
Contest,St. Charles,0,0,0,0,150979
"Shelby,0,0,0,0,2298",St. Clair,0,0,0,0,3692
"Shelby,0,0,0,0,2298",St. Francois,0,0,0,0,18238
"Shelby,0,0,0,0,2298",St. Louis,3,0,0,0,369628
"Shelby,0,0,0,0,2298",St. Louis City,0,0,0,0,84096
Contest,Total,5,0,6,9,2069130
Contest,Adair,4611,2151,263,0,7025
Contest,Kansas City,17786,65350,2301,1,85438
Contest,St. Charles,90102,54456,4691,3,149252
"Shelby,1809,405,71,0,2285",St. Clair,2877,693,115,0,3685
"Shelby,1809,405,71,0,2285",St. Francois,13195,4368,528,0,18091
"Shelby,1809,405,71,0,2285",St. Louis,152902,202506,10680,1,366089
"Shelby,1809,405,71,0,2285",St. Louis City,14662,66095,2439,0,83196
Contest,Total,1219553,772005,61329,7,2052894
Contest,District 1,Andrew Jones,Cori Bush,George A. Zsidisin,Total,
"U.S. Representative,Republican,Democratic,Libertarian,,",St. Louis,36594,97259,3778,,137631
"U.S. Representative,Republican,Democratic,Libertarian,,",St. Louis City,17173,63740,2414,,83327
"U.S. Representative,Republican,Democratic,Libertarian,,",Total,53767,160999,6192,,220958
Contest,District 2,Ann Wagner,Trish Gunby,Bill Slantz,Total,
Contest,St. Charles,24506,13754,903,,39163
"Franklin,26096,9662,1042,,36800",St. Louis,116016,110249,4292,,230557
Contest,Total,173277,135895,6494,,315666
"Warren,6659,2230,257,,9146","District 3""","""Republican"
Contest,St. Charles,66117,44243,0,110360
Contest,Total,180746,96851,0,277597
"Washington,5416,1395,0,6811","District 4""","""Republican"
Contest,St. Clair,2920,665,92,0,0,0,3677
Contest,Total,181890,67069,6117,1,1,1,255079
"Webster,6901,1726,169,0,0,0,8796","District 5""","""Republican"
Contest,Kansas City,16609,67626,1746,85981
"Jackson,47037,48907,2803,98747",Total,84008,140688,5859,230555
"Jackson,47037,48907,2803,98747","District 6""","""Republican"
Contest,Adair,4768,2171,142,7081
Contest,U.S. Representative
"Putnam,1478,214,24,1716","District 6""","""Republican"
Contest,Total,184865,72253,5774,262892
"Worth,696,148,23,867","District 7""","""Republican"
Contest,Total,178592,67485,5869,1,251947
"Webster,4272,927,166,0,5365","District 8""","""Republican"
Contest,St. Francois,13262,4481,442,18185
Contest,Total,186472,53738,5185,245395
"Wright,5418,705,124,6247","District 2""","""Republican"
Contest,St. Charles,42568,24998,67566
"Michael Sinclair,Total",Total,42568,24998,67566
"Michael Sinclair,Total","District 4""","""Republican"
Contest,St. Louis,7735,17501,25236
"Karla May,Total",St. Louis City,10171,33918,44089
"Karla May,Total",Total,17906,51419,69325
"Karla May,Total","District 6""","""Republican"
Contest,Total,56424,56424
"Morgan,5921,5921","District 8""","""Republican"
Contest,Kansas City,0,0,0
"Jackson,38018,30100,68118",Total,38018,30100,68118
"Jackson,38018,30100,68118","District 10""","""Republican"
Contest,St. Charles,10420,4156,14576
"Pike,4120,794,4914",Total,44169,12728,56897
"Pike,4120,794,4914","District 12""","""Republican"
Contest,Total,51470,12254,63724
Contest,District 14,Brian Williams,,John Winkler,,Total,
"State Senator,Democratic,,Write-In,,,",St. Louis,,41832,,24,,41856
"State Senator,Democratic,,Write-In,,,",Total,,41832,,24,,41856
Contest,District 16,Justin Dan Brown,Tara Anura,,Total,
Contest,Total,39087,,9363,,48450
Contest,District 18,Cindy Olaughlin,,Ayanna Shivers,Total,
"State Senator,Republican,,Democratic,,",Adair,4637,,2388,,7025
Contest,Total,42989,,13739,,56728
Contest,District 20,Curtis Trent,,Total,
Contest,Total,,54504,,54504
Contest,District 22,Mary Elizabeth Coleman,Benjamin Hagin,Total,
Contest,Total,40695,21456,,62151
Contest,District 24,George J Hruza,Tracy McCreery,LaDonna Higgins,Total
"State Senator,Republican,Democratic,Libertarian,",St. Louis,36164,43081,1481,80726
"State Senator,Republican,Democratic,Libertarian,",Total,36164,43081,1481,80726
Contest,District 26,Ben Brown,,John Kiehne,Total,
Contest,St. Louis,,3101,1763,,4864
Contest,Total,,48469,17115,,65584
Contest,District 28,Sandy Crawford,,Total,
Contest,St. Clair,3219,,,3219
Contest,Total,55062,,,55062
Contest,District 30,Lincoln Hough,,Raymond Lampert,Total,
Contest,Total,,30483,22464,,52947
Contest,District 32,Jill Carter,,Total,
Contest,Total,,46763,,46763
Contest,District 34,Tony Luetkemeyer,Sarah Shorter,Total,
Contest,Total,37236,25767,,63003
"Platte,22503,18356,,40859","District 1""","""Republican"
Contest,Total,9762,3225,12987
"Nodaway,5089,1982,7071","District 2""","""Republican"
Contest,Total,10606,2219,12825
"Worth,698,163,861","District 3""","""Republican"
Contest,Adair,5202,5202
Contest,Total,9529,9529
"Sullivan,1584,1584","District 4""","""Republican"
Contest,Adair,441,441
Contest,Total,10930,10930
"Shelby,1909,1909","District 5""","""Republican"
Contest,Total,10865,10865
"Ralls,3447,3447","District 6""","""Republican"
Contest,Total,10497,10497
Contest,District 7,Peggy McGaugh,,Joshua Vance,,Total,
Contest,Total,,10862,,2587,,13449
Contest,District 8,Josh Hurlbert,,Alyssa Dial,,Total,
Contest,Total,,10204,,4808,,15012
Contest,District 9,Dean VanSchoiack,,Total,
Contest,Total,,10803,,10803
Contest,District 10,Bill Falkner,,Total,
Contest,Total,,7271,,7271
Contest,District 11,Brenda Shields,,Total,
Contest,Total,,9944,,9944
Contest,District 12,Tom Hutsler,,Jamie Johnson,,Total,
Contest,Total,,6785,,7399,,14184
Contest,District 13,Sean Pouche,,Total,
Contest,Total,,12405,,12405
Contest,District 14,Eric Holmes,,Ashley Aune,,Total,
Contest,Total,,6907,,7859,,14766
Contest,District 15,Adam Richardson,,Maggie Nurrenbern,,Steve West,,Total
Contest,Total,,5535,,6920,,518,12973
"Clay,,5535,,6920,,518,12973","District 16""","""Republican"
Contest,Total,7663,5498,13161
"Clay,7663,5498,13161","District 17""","""Republican"
Contest,Total,5785,5736,11521
"Clay,5785,5736,11521","District 18""","""Democratic"
Contest,Total,8049,8049
"Clay,8049,8049","District 19""","""Republican"
Contest,Kansas City,1094,4073,5167
"Jackson,39,26,65",Total,1133,4099,5232
"Jackson,39,26,65","District 20""","""Republican"
Contest,Total,6402,4604,11006
Contest,District 21,Dakota Worrell,,Robert Sauls,,Total,
Contest,Total,,3691,,4033,,7724
Contest,District 22,Yolanda Young,,Total,
Contest,Kansas City,,4570,,4570
"Jackson,,2169,,2169",Total,,6739,,6739
Contest,District 23,Michael L. Johnson,,Total,
"State Representative,Democratic,,,",Kansas City,,4555,,4555
"State Representative,Democratic,,,",Total,,4555,,4555
Contest,District 24,Emily Weber,,Total,
"State Representative,Democratic,,,",Kansas City,,11098,,11098
"State Representative,Democratic,,,",Total,,11098,,11098
Contest,District 25,Patty Lewis,,Total,
"State Representative,Democratic,,,",Kansas City,,15286,,15286
"State Representative,Democratic,,,",Total,,15286,,15286
Contest,District 26,Ashley Bland Manlove,,Total,
"State Representative,Democratic,,,",Kansas City,,8057,,8057
"State Representative,Democratic,,,",Total,,8057,,8057
Contest,District 27,Richard Brown,,Total,
"State Representative,Democratic,,,",Kansas City,,8207,,8207
"State Representative,Democratic,,,",Total,,8207,,8207
Contest,District 28,Jennell Houts,,Jerome Barnes,,Total,
Contest,Kansas City,,575,,1344,,1919
"Jackson,,3102,,5573,,8675",Total,,3677,,6917,,10594
Contest,District 29,David Martin,,Aaron Crossley,,Total,
Contest,Total,,5864,,6378,,12242
Contest,District 30,Jon Patterson,,Sonia M Nizami,,Total,
Contest,Total,,8599,,7242,,15841
"Jackson,,8599,,7242,,15841","District 31""","""Republican"
Contest,Total,7585,5776,13361
"Jackson,7585,5776,13361","District 32""","""Republican"
Contest,Total,9045,3991,13036
"Jackson,9045,3991,13036","District 33""","""Republican"
Contest,Total,10449,10449
"Jackson,10449,10449","District 34""","""Republican"
Contest,Total,6600,6645,13245
"Jackson,6600,6645,13245","District 35""","""Republican"
Contest,Kansas City,1852,3357,5209
"Jackson,4790,5512,10302",Total,6642,8869,15511
Contest,District 36,Kurt Lauvstad,,Anthony Ealy,,Total,
Contest,Kansas City,,2003,,2585,,4588
"Jackson,,2057,,3963,,6020",Total,,4060,,6548,,10608
